symbol,name,fyers_symbol
CDSL,Central Depository Services (India) Limited,NSE:CDSL-EQ
CEATLTD,CEAT Limited,NSE:CEATLTD-EQ
CEIGALL,Ceigall India Limited,NSE:CEIGALL-EQ
CEINSYS,Ceinsys Tech Limited,NSE:CEINSYS-EQ
CELEBRITY,Celebrity Fashions Limited,NSE:CELEBRITY-EQ
CELLO,Cello World Limited,NSE:CELLO-EQ
CEMPRO,Cemindia Projects Limited,NSE:CEMPRO-EQ
CENTENKA,Century Enka Limited,NSE:CENTENKA-EQ
CENTEXT,Century Extrusions Limited,NSE:CENTEXT-EQ
CENTRALBK,Central Bank of India,NSE:CENTRALBK-EQ
CENTRUM,Centrum Capital Limited,NSE:CENTRUM-EQ
CENTUM,Centum Electronics Limited,NSE:CENTUM-EQ
CENTURYPLY,Century Plyboards (India) Limited,NSE:CENTURYPLY-EQ
CERA,Cera Sanitaryware Limited,NSE:CERA-EQ
CESC,CESC Limited,NSE:CESC-EQ
CEWATER,Concord Enviro Systems Limited,NSE:CEWATER-EQ
CFEL,Confidence Futuristic Energetech Limited,NSE:CFEL-EQ
CGCL,Capri Global Capital Limited,NSE:CGCL-EQ
CGPOWER,CG Power and Industrial Solutions Limited,NSE:CGPOWER-EQ
CGVAK,CG Vak Software & Exports Limited,NSE:CGVAK-EQ
CHALET,Chalet Hotels Limited,NSE:CHALET-EQ
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,NSE:CHAMBLFERT-EQ
CHEMBOND,Chembond Material Technologies Limited,NSE:CHEMBOND-EQ
CHEMCRUX,Chemcrux Enterprises Limited,NSE:CHEMCRUX-EQ
CHEMFAB,Chemfab Alkalis Limited,NSE:CHEMFAB-EQ
CHEMPLASTS,Chemplast Sanmar Limited,NSE:CHEMPLASTS-EQ
CHENNPETRO,Chennai Petroleum Corporation Limited,NSE:CHENNPETRO-EQ
CHEVIOT,Cheviot Company Limited,NSE:CHEVIOT-EQ
CHOICEIN,Choice International Limited,NSE:CHOICEIN-EQ
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,NSE:CHOLAFIN-EQ
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,NSE:CHOLAHLDNG-EQ
CIEINDIA,CIE Automotive India Limited,NSE:CIEINDIA-EQ
CIFL,Capital India Finance Limited,NSE:CIFL-EQ
CINELINE,Cineline India Limited,NSE:CINELINE-EQ
CINEVISTA,Cinevista Limited,NSE:CINEVISTA-EQ
CIPLA,Cipla Limited,NSE:CIPLA-EQ
CLEAN,Clean Science and Technology Limited,NSE:CLEAN-EQ
CLEANMAX,Clean Max Enviro Energy Solutions Limited,NSE:CLEANMAX-EQ
CLEDUCATE,CL Educate Limited,NSE:CLEDUCATE-EQ
CLSEL,Chaman Lal Setia Exports Limited,NSE:CLSEL-EQ
CMLL,Caliber Mining and Logistics Limited,NSE:CMLL-EQ
CMPDI,Central Mine Planning & Design Institute Limited,NSE:CMPDI-EQ
CMRGREEN,CMR Green Technologies Limited,NSE:CMRGREEN-EQ
CMSINFO,CMS Info Systems Limited,NSE:CMSINFO-EQ
CNL,Creative Newtech Limited,NSE:CNL-EQ
COALINDIA,Coal India Limited,NSE:COALINDIA-EQ
COASTCORP,Coastal Corporation Limited,NSE:COASTCORP-EQ
COCHINSHIP,Cochin Shipyard Limited,NSE:COCHINSHIP-EQ
COCKERILL,John Cockerill India Limited,NSE:COCKERILL-EQ
COFFEEDAY,Coffee Day Enterprises Limited,NSE:COFFEEDAY-EQ
COFORGE,Coforge Limited,NSE:COFORGE-EQ
COHANCE,Cohance Lifesciences Limited,NSE:COHANCE-EQ
COLPAL,Colgate Palmolive (India) Limited,NSE:COLPAL-EQ
COMFINTE,Comfort Intech Limited,NSE:COMFINTE-EQ
COMPEAU,Competent Automobiles Company Limited,NSE:COMPEAU-EQ
COMPUSOFT,Compucom Software Limited,NSE:COMPUSOFT-EQ
COMSYN,Commercial Syn Bags Limited,NSE:COMSYN-EQ
CONCOR,Container Corporation of India Limited,NSE:CONCOR-EQ
CONCORDBIO,Concord Biotech Limited,NSE:CONCORDBIO-EQ
CONFIPET,Confidence Petroleum India Limited,NSE:CONFIPET-EQ
CONTROLPR,Control Print Limited,NSE:CONTROLPR-EQ
CORALFINAC,Coral India Finance & Housing Limited,NSE:CORALFINAC-EQ
CORDELIA,Waterways Leisure Tourism Limited,NSE:CORDELIA-EQ
CORDSCABLE,Cords Cable Industries Limited,NSE:CORDSCABLE-EQ
COROMANDEL,Coromandel International Limited,NSE:COROMANDEL-EQ
CORONA,CORONA Remedies Limited,NSE:CORONA-EQ
COSMOFIRST,COSMO FIRST LIMITED,NSE:COSMOFIRST-EQ
CPCAP,CP Capital Limited,NSE:CPCAP-EQ
CPEDU,Career Point Edutech Limited,NSE:CPEDU-EQ
CPL,Captain Polyplast Limited,NSE:CPL-EQ
CPPLUS,Aditya Infotech Limited,NSE:CPPLUS-EQ
CRAFTSMAN,Craftsman Automation Limited,NSE:CRAFTSMAN-EQ
CRAMC,Canara Robeco Asset Management Company Limited,NSE:CRAMC-EQ
CRAVATEX,Cravatex Limited,NSE:CRAVATEX-EQ
CREATIVEYE,Creative Eye Limited,NSE:CREATIVEYE-EQ
CREDITACC,CREDITACCESS GRAMEEN LIMITED,NSE:CREDITACC-EQ
CREST,Crest Ventures Limited,NSE:CREST-EQ
CRISIL,Crisil Limited,NSE:CRISIL-EQ
CRIZAC,Crizac Limited,NSE:CRIZAC-EQ
CROMPTON,Crompton Greaves Consumer Electricals Limited,NSE:CROMPTON-EQ
CROWN,Crown Lifters Limited,NSE:CROWN-EQ
CSBBANK,CSB Bank Limited,NSE:CSBBANK-EQ
CSLFINANCE,CSL Finance Limited,NSE:CSLFINANCE-EQ
CSM,CSM Technologies Limited,NSE:CSM-EQ
CUB,City Union Bank Limited,NSE:CUB-EQ
CUBEXTUB,Cubex Tubings Limited,NSE:CUBEXTUB-EQ
CUMMINSIND,Cummins India Limited,NSE:CUMMINSIND-EQ
CUPID,Cupid Limited,NSE:CUPID-EQ
CURAA,Cura Technologies Limited,NSE:CURAA-EQ
CYBERMEDIA,Cyber Media (India) Limited,NSE:CYBERMEDIA-EQ
CYIENT,Cyient Limited,NSE:CYIENT-EQ
CYIENTDLM,Cyient DLM Limited,NSE:CYIENTDLM-EQ
DABUR,Dabur India Limited,NSE:DABUR-EQ
DALBHARAT,Dalmia Bharat Limited,NSE:DALBHARAT-EQ
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,NSE:DALMIASUG-EQ
DAMCAPITAL,Dam Capital Advisors Limited,NSE:DAMCAPITAL-EQ
DANGEE,Dangee Dums Limited,NSE:DANGEE-EQ
DATAMATICS,Datamatics Global Services Limited,NSE:DATAMATICS-EQ
DATAPATTNS,Data Patterns (India) Limited,NSE:DATAPATTNS-EQ
DAVANGERE,Davangere Sugar Company Limited,NSE:DAVANGERE-EQ
DBCORP,D.B.Corp Limited,NSE:DBCORP-EQ
DBEIL,Deepak Builders & Engineers India Limited,NSE:DBEIL-EQ
DBL,Dilip Buildcon Limited,NSE:DBL-EQ
DBOL,Dhampur Bio Organics Limited,NSE:DBOL-EQ
DBREALTY,Valor Estate Limited,NSE:DBREALTY-EQ
DCAL,Dishman Carbogen Amcis Limited,NSE:DCAL-EQ
DCBBANK,DCB Bank Limited,NSE:DCBBANK-EQ
DCI,Dc Infotech And Communication Limited,NSE:DCI-EQ
DCMFINSERV,DCM Financial Services Limited,NSE:DCMFINSERV-EQ
DCMNVL,DCM Nouvelle Limited,NSE:DCMNVL-EQ
DCMSHRIRAM,DCM Shriram Limited,NSE:DCMSHRIRAM-EQ
DCMSIL,DCM Shriram International Limited,NSE:DCMSIL-EQ
DCMSRIND,DCM Shriram Industries Limited,NSE:DCMSRIND-EQ
DCW,DCW Limited,NSE:DCW-EQ
DCXINDIA,DCX Systems Limited,NSE:DCXINDIA-EQ
DDEVPLSTIK,Ddev Plastiks Industries Limited,NSE:DDEVPLSTIK-EQ
DECCANCE,Deccan Cements Limited,NSE:DECCANCE-EQ
DECNGOLD,Deccan Gold Mines Limited,NSE:DECNGOLD-EQ
DEEDEV,DEE Development Engineers Limited,NSE:DEEDEV-EQ
DEEP,Deep Polymers Limited,NSE:DEEP-EQ
DEEPA,Deepa Jewellers Limited,NSE:DEEPA-EQ
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,NSE:DEEPAKFERT-EQ
DEEPAKNTR,Deepak Nitrite Limited,NSE:DEEPAKNTR-EQ
DEEPINDS,Deep Industries Limited,NSE:DEEPINDS-EQ
DELHIVERY,Delhivery Limited,NSE:DELHIVERY-EQ
DELTACORP,Delta Corp Limited,NSE:DELTACORP-EQ
DELTAMAGNT,Delta Manufacturing Limited,NSE:DELTAMAGNT-EQ
DEN,Den Networks Limited,NSE:DEN-EQ
DENORA,De Nora India Limited,NSE:DENORA-EQ
DENTA,Denta Water and Infra Solutions Limited,NSE:DENTA-EQ
DEVIT,Dev Information Technology Limited,NSE:DEVIT-EQ
DEVX,Dev Accelerator Limited,NSE:DEVX-EQ
DEVYANI,Devyani International Limited,NSE:DEVYANI-EQ
DGCONTENT,Digicontent Limited,NSE:DGCONTENT-EQ
DHAMPURSUG,Dhampur Sugar Mills Limited,NSE:DHAMPURSUG-EQ
DHANBANK,Dhanlaxmi Bank Limited,NSE:DHANBANK-EQ
DHANUKA,Dhanuka Agritech Limited,NSE:DHANUKA-EQ
DHARMAJ,Dharmaj Crop Guard Limited,NSE:DHARMAJ-EQ
DHATRE,Dhatre Udyog Limited,NSE:DHATRE-EQ
DHOOTTRANS,Dhoot Transmission Limited,NSE:DHOOTTRANS-EQ
DHRUV,Dhruv Consultancy Services Limited,NSE:DHRUV-EQ
DHUNINV,Dhunseri Investments Limited,NSE:DHUNINV-EQ
DIAMINESQ,Diamines & Chemicals Limited,NSE:DIAMINESQ-EQ
DIAMONDYD,Prataap Snacks Limited,NSE:DIAMONDYD-EQ
DICIND,DIC India Limited,NSE:DICIND-EQ
DIFFNKG,Diffusion Engineers Limited,NSE:DIFFNKG-EQ
DIGIDRIVE,Digidrive Distributors Limited,NSE:DIGIDRIVE-EQ
DIGISPICE,DiGiSPICE Technologies Limited,NSE:DIGISPICE-EQ
DIGITIDE,Digitide Solutions Limited,NSE:DIGITIDE-EQ
DIGJAMLMTD,Digjam Limited,NSE:DIGJAMLMTD-EQ
DISAQ,Disa India Limited,NSE:DISAQ-EQ
DISHTV,Dish TV India Limited,NSE:DISHTV-EQ
DIVGIITTS,Divgi Torqtransfer Systems Limited,NSE:DIVGIITTS-EQ
DIVISLAB,Divi's Laboratories Limited,NSE:DIVISLAB-EQ
DIXON,Dixon Technologies (India) Limited,NSE:DIXON-EQ
DJML,DJ Mediaprint & Logistics Limited,NSE:DJML-EQ
DLF,DLF Limited,NSE:DLF-EQ
DLINKINDIA,D-Link (India) Limited,NSE:DLINKINDIA-EQ
DMART,Avenue Supermarts Limited,NSE:DMART-EQ
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,NSE:DMCC-EQ
DNAMEDIA,Diligent Media Corporation Limited,NSE:DNAMEDIA-EQ
DODLA,Dodla Dairy Limited,NSE:DODLA-EQ
DOLATALGO,Dolat Algotech Limited,NSE:DOLATALGO-EQ
DOLLAR,Dollar Industries Limited,NSE:DOLLAR-EQ
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,NSE:DOLPHIN-EQ
DOMS,DOMS Industries Limited,NSE:DOMS-EQ
DONEAR,Donear Industries Limited,NSE:DONEAR-EQ
DPABHUSHAN,D. P. Abhushan Limited,NSE:DPABHUSHAN-EQ
DRAGARWQ,Dr Agarwals Eye Hospital Limited,NSE:DRAGARWQ-EQ
DRCSYSTEMS,DRC Systems India Limited,NSE:DRCSYSTEMS-EQ
DREAMFOLKS,Dreamfolks Services Limited,NSE:DREAMFOLKS-EQ
DREDGECORP,Dredging Corporation of India Limited,NSE:DREDGECORP-EQ
DRREDDY,Dr. Reddy's Laboratories Limited,NSE:DRREDDY-EQ
DSSL,Dynacons Systems & Solutions Limited,NSE:DSSL-EQ
DUCON,Ducon Infratechnologies Limited,NSE:DUCON-EQ
DVL,Dhunseri Ventures Limited,NSE:DVL-EQ
DWARKESH,Dwarikesh Sugar Industries Limited,NSE:DWARKESH-EQ
DYCL,Dynamic Cables Limited,NSE:DYCL-EQ
DYNAMATECH,Dynamatic Technologies Limited,NSE:DYNAMATECH-EQ
DYNPRO,Dynemic Products Limited,NSE:DYNPRO-EQ
EASEMYTRIP,Easy Trip Planners Limited,NSE:EASEMYTRIP-EQ
EASTWEST,East West Freight Carriers Limited,NSE:EASTWEST-EQ
EBGNG,GNG Electronics Limited,NSE:EBGNG-EQ
ECLERX,eClerx Services Limited,NSE:ECLERX-EQ
ECORECO,Eco Recycling Limited,NSE:ECORECO-EQ
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,NSE:ECOSMOBLTY-EQ
EDELWEISS,Edelweiss Financial Services Limited,NSE:EDELWEISS-EQ
EFCIL,EFC (I) Limited,NSE:EFCIL-EQ
EICHERMOT,Eicher Motors Limited,NSE:EICHERMOT-EQ
EIDPARRY,EID Parry India Limited,NSE:EIDPARRY-EQ
EIEL,Enviro Infra Engineers Limited,NSE:EIEL-EQ
EIHAHOTELS,EIH Associated Hotels Limited,NSE:EIHAHOTELS-EQ
EIHOTEL,EIH Limited,NSE:EIHOTEL-EQ
EIMCOELECO,Eimco Elecon (India) Limited,NSE:EIMCOELECO-EQ
EKC,Everest Kanto Cylinder Limited,NSE:EKC-EQ
EKI,EKI Energy Services Limited,NSE:EKI-EQ
ELANTAS,Elantas Beck India Limited,NSE:ELANTAS-EQ
ELCIDIN,EL CID Investments Limited,NSE:ELCIDIN-EQ
ELDEHSG,Eldeco Housing And Industries Limited,NSE:ELDEHSG-EQ
ELECON,Elecon Engineering Company Limited,NSE:ELECON-EQ
ELECTCAST,Electrosteel Castings Limited,NSE:ELECTCAST-EQ
ELECTHERM,Electrotherm (India) Limited,NSE:ELECTHERM-EQ
ELGIEQUIP,Elgi Equipments Limited,NSE:ELGIEQUIP-EQ
ELGIRUBCO,Elgi Rubber Company Limited,NSE:ELGIRUBCO-EQ
ELIN,Elin Electronics Limited,NSE:ELIN-EQ
ELITECON,Elitecon International Limited,NSE:ELITECON-EQ
ELLEN,Ellenbarrie Industrial Gases Limited,NSE:ELLEN-EQ
ELPROINTL,Elpro International Limited,NSE:ELPROINTL-EQ
EMAMILTD,Emami Limited,NSE:EMAMILTD-EQ
EMAMIREAL,Emami Realty Limited,NSE:EMAMIREAL-EQ
EMBDL,Embassy Developments Limited,NSE:EMBDL-EQ
EMCURE,Emcure Pharmaceuticals Limited,NSE:EMCURE-EQ
EMIL,Electronics Mart India Limited,NSE:EMIL-EQ
EMKAY,Emkay Global Financial Services Limited,NSE:EMKAY-EQ
EMMVEE,Emmvee Photovoltaic Power Limited,NSE:EMMVEE-EQ
EMPIND,Empire Industries Limited,NSE:EMPIND-EQ
EMPOWER,Empower India Limited,NSE:EMPOWER-EQ
EMSLIMITED,EMS Limited,NSE:EMSLIMITED-EQ
EMUDHRA,eMudhra Limited,NSE:EMUDHRA-EQ
ENDURANCE,Endurance Technologies Limited,NSE:ENDURANCE-EQ
ENERGYDEV,Energy Development Company Limited,NSE:ENERGYDEV-EQ
ENGINERSIN,Engineers India Limited,NSE:ENGINERSIN-EQ
ENIL,Entertainment Network (India) Limited,NSE:ENIL-EQ
ENKEIWHEL,Enkei Wheels (India) Limited,NSE:ENKEIWHEL-EQ
ENRIN,Siemens Energy India Limited,NSE:ENRIN-EQ
ENTERO,Entero Healthcare Solutions Limited,NSE:ENTERO-EQ
EPACK,EPACK Durable Limited,NSE:EPACK-EQ
EPACKPEB,EPack Prefab Technologies Limited,NSE:EPACKPEB-EQ
EPIGRAL,Epigral Limited,NSE:EPIGRAL-EQ
EPL,EPL Limited,NSE:EPL-EQ
EQUITASBNK,Equitas Small Finance Bank Limited,NSE:EQUITASBNK-EQ
ERIS,Eris Lifesciences Limited,NSE:ERIS-EQ
ESABINDIA,Esab India Limited,NSE:ESABINDIA-EQ
ESCORTS,Escorts Kubota Limited,NSE:ESCORTS-EQ
ESDS,ESDS Software Solution Limited,NSE:ESDS-EQ
ESSARSHPNG,Essar Shipping Limited,NSE:ESSARSHPNG-EQ
ESSENTIA,Integra Essentia Limited,NSE:ESSENTIA-EQ
ESTER,Ester Industries Limited,NSE:ESTER-EQ
ETERNAL,ETERNAL LIMITED,NSE:ETERNAL-EQ
ETHOSLTD,Ethos Limited,NSE:ETHOSLTD-EQ
EUREKAFORB,Eureka Forbes Limited,NSE:EUREKAFORB-EQ
EUROBOND,Euro Panel Products Limited,NSE:EUROBOND-EQ
EUROPRATIK,Euro Pratik Sales Limited,NSE:EUROPRATIK-EQ
EVEREADY,Eveready Industries India Limited,NSE:EVEREADY-EQ
EXCELINDUS,Excel Industries Limited,NSE:EXCELINDUS-EQ
EXCELSOFT,Excelsoft Technologies Limited,NSE:EXCELSOFT-EQ
EXICOM,Exicom Tele-Systems Limited,NSE:EXICOM-EQ
EXIDEIND,Exide Industries Limited,NSE:EXIDEIND-EQ
EXPLEOSOL,Expleo Solutions Limited,NSE:EXPLEOSOL-EQ
EXXARO,Exxaro Tiles Limited,NSE:EXXARO-EQ
FABTECH,Fabtech Technologies Limited,NSE:FABTECH-EQ
FACT,Fertilizers and Chemicals Travancore Limited,NSE:FACT-EQ
FAZE3Q,Faze Three Limited,NSE:FAZE3Q-EQ
FCL,Fineotex Chemical Limited,NSE:FCL-EQ
FCSSOFT,FCS Software Solutions Limited,NSE:FCSSOFT-EQ
FDC,FDC Limited,NSE:FDC-EQ
FEDDERSHOL,Fedders Holding Limited,NSE:FEDDERSHOL-EQ
FEDERALBNK,The Federal Bank  Limited,NSE:FEDERALBNK-EQ
FEDFINA,Fedbank Financial Services Limited,NSE:FEDFINA-EQ
FERMENTA,Fermenta Biotech Limited,NSE:FERMENTA-EQ
FIBERWEB,Fiberweb (India) Limited,NSE:FIBERWEB-EQ
FIEMIND,Fiem Industries Limited,NSE:FIEMIND-EQ
FILATEX,Filatex India Limited,NSE:FILATEX-EQ
FILATFASH,Filatex Fashions Limited,NSE:FILATFASH-EQ
FINCABLES,Finolex Cables Limited,NSE:FINCABLES-EQ
FINEORG,Fine Organic Industries Limited,NSE:FINEORG-EQ
FINKURVE,Finkurve Financial Services Limited,NSE:FINKURVE-EQ
FINOPB,Fino Payments Bank Limited,NSE:FINOPB-EQ
FINPIPE,Finolex Industries Limited,NSE:FINPIPE-EQ
FIRSTCRY,Brainbees Solutions Limited,NSE:FIRSTCRY-EQ
FISCHER,Fischer Medical Ventures Limited,NSE:FISCHER-EQ
FIVESTAR,Five-Star Business Finance Limited,NSE:FIVESTAR-EQ
FLAIR,Flair Writing Industries Limited,NSE:FLAIR-EQ
FLUOROCHEM,Gujarat Fluorochemicals Limited,NSE:FLUOROCHEM-EQ
FMGOETZE,Federal-Mogul Goetze (India) Limited.,NSE:FMGOETZE-EQ
FMNL,Future Market Networks Limited,NSE:FMNL-EQ
FOODSIN,Foods & Inns Limited,NSE:FOODSIN-EQ
FORCEMOT,FORCE MOTORS LTD,NSE:FORCEMOT-EQ
FORTIS,Fortis Healthcare Limited,NSE:FORTIS-EQ
FOSECOIND,Foseco India Limited,NSE:FOSECOIND-EQ
FRACTAL,Fractal Analytics Limited,NSE:FRACTAL-EQ
FREDUN,Fredun Pharmaceuticals Limited,NSE:FREDUN-EQ
FRONTSP,Frontier Springs Limited,NSE:FRONTSP-EQ
FSL,Firstsource Solutions Limited,NSE:FSL-EQ
FUSION,Fusion Finance Limited,NSE:FUSION-EQ
GABRIEL,Gabriel India Limited,NSE:GABRIEL-EQ
GAEL,Gujarat Ambuja Exports Limited,NSE:GAEL-EQ
GAIL,GAIL (India) Limited,NSE:GAIL-EQ
GAJA,Gaja Alternative Asset Management Limited,NSE:GAJA-EQ
GALAPREC,Gala Precision Engineering Limited,NSE:GALAPREC-EQ
GALAXYSURF,Galaxy Surfactants Limited,NSE:GALAXYSURF-EQ
GALLANTT,Gallantt Ispat Limited,NSE:GALLANTT-EQ
GANDHAR,Gandhar Oil Refinery (India) Limited,NSE:GANDHAR-EQ
GANDHITUBE,Gandhi Special Tubes Limited,NSE:GANDHITUBE-EQ
GANECOS,Ganesha Ecosphere Limited,NSE:GANECOS-EQ
GANESHCP,Ganesh Consumer Products Limited,NSE:GANESHCP-EQ
GANESHHOU,GANESH HOUSING LIMITED,NSE:GANESHHOU-EQ
GANGAFORGE,Ganga Forging Limited,NSE:GANGAFORGE-EQ
GANGESSECU,Ganges Securities Limited,NSE:GANGESSECU-EQ
GARFIBRES,Garware Technical Fibres Limited,NSE:GARFIBRES-EQ
GARUDA,Garuda Construction and Engineering Limited,NSE:GARUDA-EQ
GATEWAY,Gateway Distriparks Limited,NSE:GATEWAY-EQ
GAYAHWS,Gayatri Highways Limited,NSE:GAYAHWS-EQ
GAYAPROJ,Gayatri Projects Limited,NSE:GAYAPROJ-EQ
GCSL,Gretex Corporate Services Limited,NSE:GCSL-EQ
GEEKAYWIRE,Geekay Wires Limited,NSE:GEEKAYWIRE-EQ
GEMAROMA,Gem Aromatics Limited,NSE:GEMAROMA-EQ
GENCON,Generic Engineering Construction and Projects Limited,NSE:GENCON-EQ
GENESYS,Genesys International Corporation Limited,NSE:GENESYS-EQ
GENUSPAPER,Genus Paper & Boards Limited,NSE:GENUSPAPER-EQ
GENUSPOWER,Genus Power Infrastructures Limited,NSE:GENUSPOWER-EQ
GEOJITFSL,Geojit Financial Services Limited,NSE:GEOJITFSL-EQ
GESHIP,The Great Eastern Shipping Company Limited,NSE:GESHIP-EQ
GFLLIMITED,GFL Limited,NSE:GFLLIMITED-EQ
GFSTEELS,Grand Foundry Limited,NSE:GFSTEELS-EQ
GHCL,GHCL Limited,NSE:GHCL-EQ
GHCLTEXTIL,GHCL Textiles Limited,NSE:GHCLTEXTIL-EQ
GICHSGFIN,GIC Housing Finance Limited,NSE:GICHSGFIN-EQ
GICL,Globe International Carriers Limited,NSE:GICL-EQ
GICRE,General Insurance Corporation of India,NSE:GICRE-EQ
GILLANDERS,Gillanders Arbuthnot & Company Limited,NSE:GILLANDERS-EQ
GILLETTE,Gillette India Limited,NSE:GILLETTE-EQ
GIPCL,Gujarat Industries Power Company Limited,NSE:GIPCL-EQ
GKB,GKB Ophthalmics Limited,NSE:GKB-EQ
GKENERGY,GK Energy Limited,NSE:GKENERGY-EQ
GKSL,Gujarat Kidney And Super Speciality Limited,NSE:GKSL-EQ
GKWLIMITED,GKW Limited,NSE:GKWLIMITED-EQ
GLAND,Gland Pharma Limited,NSE:GLAND-EQ
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,NSE:GLAXO-EQ
GLENMARK,Glenmark Pharmaceuticals Limited,NSE:GLENMARK-EQ
GLFL,Gujarat Lease Financing Limited,NSE:GLFL-EQ
GLOBAL,Global Education Limited,NSE:GLOBAL-EQ
GLOBALE,Globale Tessile Limited,NSE:GLOBALE-EQ
GLOBALVECT,Global Vectra Helicorp Limited,NSE:GLOBALVECT-EQ
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,NSE:GLOBE-EQ
GLOBECIVIL,Globe Civil Projects Limited,NSE:GLOBECIVIL-EQ
GLOBUSSPR,Globus Spirits Limited,NSE:GLOBUSSPR-EQ
GLOSTERLTD,Gloster Limited,NSE:GLOSTERLTD-EQ
GLOTTIS,Glottis Limited,NSE:GLOTTIS-EQ
GMBREW,GM Breweries Limited,NSE:GMBREW-EQ
GMDCLTD,Gujarat Mineral Development Corporation Limited,NSE:GMDCLTD-EQ
GMMPFAUDLR,GMM Pfaudler Limited,NSE:GMMPFAUDLR-EQ
GMRAIRPORT,GMR AIRPORTS LIMITED,NSE:GMRAIRPORT-EQ
GMRP&UI,GMR Power and Urban Infra Limited,NSE:GMRP&UI-EQ
GNA,GNA Axles Limited,NSE:GNA-EQ
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,NSE:GNFC-EQ
GNRL,Gujarat Natural Resources Limited,NSE:GNRL-EQ
GOACARBON,Goa Carbon Limited,NSE:GOACARBON-EQ
GOCLCORP,GOCL Corporation Limited,NSE:GOCLCORP-EQ
GOCOLORS,Go Fashion (India) Limited,NSE:GOCOLORS-EQ
GODAVARIB,Godavari Biorefineries Limited,NSE:GODAVARIB-EQ
GODFRYPHLP,Godfrey Phillips India Limited,NSE:GODFRYPHLP-EQ
GODIGIT,Go Digit General Insurance Limited,NSE:GODIGIT-EQ
GODREJAGRO,Godrej Agrovet Limited,NSE:GODREJAGRO-EQ
GODREJCP,Godrej Consumer Products Limited,NSE:GODREJCP-EQ
GODREJIND,Godrej Industries Limited,NSE:GODREJIND-EQ
GODREJPROP,Godrej Properties Limited,NSE:GODREJPROP-EQ
GOKEX,Gokaldas Exports Limited,NSE:GOKEX-EQ
GOKUL,Gokul Refoils and Solvent Limited,NSE:GOKUL-EQ
GOKULAGRO,Gokul Agro Resources Limited,NSE:GOKULAGRO-EQ
GOLDIAM,Goldiam International Limited,NSE:GOLDIAM-EQ
GOODLUCK,Goodluck India Limited,NSE:GOODLUCK-EQ
GOODYEAR,Goodyear India Limited,NSE:GOODYEAR-EQ
GOPAL,Gopal Snacks Limited,NSE:GOPAL-EQ
GOYALALUM,Goyal Aluminiums Limited,NSE:GOYALALUM-EQ
GPIL,Godawari Power And Ispat limited,NSE:GPIL-EQ
GPPL,Gujarat Pipavav Port Limited,NSE:GPPL-EQ
GPTHEALTH,GPT Healthcare Limited,NSE:GPTHEALTH-EQ
GPTINFRA,GPT Infraprojects Limited,NSE:GPTINFRA-EQ
GRADIENTE,Gradiente Infotainment Limited,NSE:GRADIENTE-EQ
GRANDOAK,Grand Oak Canyons Distillery Limited,NSE:GRANDOAK-EQ
GRANULES,Granules India Limited,NSE:GRANULES-EQ
GRAPHITE,Graphite India Limited,NSE:GRAPHITE-EQ
GRASIM,Grasim Industries Limited,NSE:GRASIM-EQ
GRAUWEIL,Grauer & Weil India Limited,NSE:GRAUWEIL-EQ
GRAVISSHO,Graviss Hospitality Limited,NSE:GRAVISSHO-EQ
GRAVITA,Gravita India Limited,NSE:GRAVITA-EQ
GREAVESCOT,Greaves Cotton Limited,NSE:GREAVESCOT-EQ
GREENLAM,Greenlam Industries Limited,NSE:GREENLAM-EQ
GREENPANEL,Greenpanel Industries Limited,NSE:GREENPANEL-EQ
GREENPLY,Greenply Industries Limited,NSE:GREENPLY-EQ
GREENPOWER,Orient Green Power Company Limited,NSE:GREENPOWER-EQ
GRINDWELL,Grindwell Norton Limited,NSE:GRINDWELL-EQ
GRINFRA,G R Infraprojects Limited,NSE:GRINFRA-EQ
GRMOVER,GRM Overseas Limited,NSE:GRMOVER-EQ
GROBTEA,The Grob Tea Company Limited,NSE:GROBTEA-EQ
GROWW,Billionbrains Garage Ventures Limited,NSE:GROWW-EQ
GRPLTD,GRP Limited,NSE:GRPLTD-EQ
GRSE,Garden Reach Shipbuilders & Engineers Limited,NSE:GRSE-EQ
GRWRHITECH,Garware Hi-Tech Films Limited,NSE:GRWRHITECH-EQ
GSFC,Gujarat State Fertilizers & Chemicals Limited,NSE:GSFC-EQ
GSLSU,Global Surfaces Limited,NSE:GSLSU-EQ
GSPCROP,GSP Crop Science Limited,NSE:GSPCROP-EQ
GSS,GSS Infotech Limited,NSE:GSS-EQ
GTL,GTL Limited,NSE:GTL-EQ
GTLINFRA,GTL Infrastructure Limited,NSE:GTLINFRA-EQ
GTPL,GTPL Hathway Limited,NSE:GTPL-EQ
GUFICBIO,Gufic Biosciences Limited,NSE:GUFICBIO-EQ
