symbol,name,fyers_symbol
GUJALKALI,Gujarat Alkalies and Chemicals Limited,NSE:GUJALKALI-EQ
GUJAPOLLO,Gujarat Apollo Industries Limited,NSE:GUJAPOLLO-EQ
GUJENERGY,GUJARAT ENERGY LIMITED,NSE:GUJENERGY-EQ
GUJRAFFIA,Gujarat Raffia Industries Limited,NSE:GUJRAFFIA-EQ
GUJTHEM,Gujarat Themis Biosyn Limited,NSE:GUJTHEM-EQ
GULFOILLUB,Gulf Oil Lubricants India Limited,NSE:GULFOILLUB-EQ
GULPOLY,Gulshan Polyols Limited,NSE:GULPOLY-EQ
GVPIL,GE Power India Limited,NSE:GVPIL-EQ
GVT&D,GE Vernova T&D India Limited,NSE:GVT&D-EQ
GYFTR,Gyftr Limited,NSE:GYFTR-EQ
HAL,Hindustan Aeronautics Limited,NSE:HAL-EQ
HALDER,Halder Venture Limited,NSE:HALDER-EQ
HALEOSLABS,HALEOS LABS LIMITED,NSE:HALEOSLABS-EQ
HAMPTON,Hampton Sky Realty Limited,NSE:HAMPTON-EQ
HAPPSTMNDS,Happiest Minds Technologies Limited,NSE:HAPPSTMNDS-EQ
HAPPYFORGE,Happy Forgings Limited,NSE:HAPPYFORGE-EQ
HARDWYN,Hardwyn India Limited,NSE:HARDWYN-EQ
HARIOMPIPE,Hariom Pipe Industries Limited,NSE:HARIOMPIPE-EQ
HARRMALAYA,Harrisons  Malayalam Limited,NSE:HARRMALAYA-EQ
HARSHA,Harsha Engineers International Limited,NSE:HARSHA-EQ
HATHWAY,Hathway Cable & Datacom Limited,NSE:HATHWAY-EQ
HATSUN,Hatsun Agro Product Limited,NSE:HATSUN-EQ
HAVELLS,Havells India Limited,NSE:HAVELLS-EQ
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,NSE:HAVISHA-EQ
HAWKINCOOK,Hawkins Cookers Limited,NSE:HAWKINCOOK-EQ
HAZOOR,Hazoor Multi Projects Limited,NSE:HAZOOR-EQ
HBESD,HB Estate Developers Limited,NSE:HBESD-EQ
HBLENGINE,HBL Engineering Limited,NSE:HBLENGINE-EQ
HBPOR,HB Portfolio Limited,NSE:HBPOR-EQ
HBSL,HB Stockholdings Limited,NSE:HBSL-EQ
HCC,Hindustan Construction Company Limited,NSE:HCC-EQ
HCG,Healthcare Global Enterprises Limited,NSE:HCG-EQ
HCL-INSYS,HCL Infosystems Limited,NSE:HCL-INSYS-EQ
HCLTECH,HCL Technologies Limited,NSE:HCLTECH-EQ
HDBFS,HDB Financial Services Limited,NSE:HDBFS-EQ
HDFCAMC,HDFC Asset Management Company Limited,NSE:HDFCAMC-EQ
HDFCBANK,HDFC Bank Limited,NSE:HDFCBANK-EQ
HDFCLIFE,HDFC Life Insurance Company Limited,NSE:HDFCLIFE-EQ
HEADSUP,Heads UP Ventures Limited,NSE:HEADSUP-EQ
HEALTHX,Health X Platform Limited,NSE:HEALTHX-EQ
HECPROJECT,HEC Infra Projects Limited,NSE:HECPROJECT-EQ
HEIDELBERG,HeidelbergCement India Limited,NSE:HEIDELBERG-EQ
HEMIPROP,Hemisphere Properties India Limited,NSE:HEMIPROP-EQ
HERANBA,Heranba Industries Limited,NSE:HERANBA-EQ
HERITGFOOD,Heritage Foods Limited,NSE:HERITGFOOD-EQ
HEROMOTOCO,Hero MotoCorp Limited,NSE:HEROMOTOCO-EQ
HESTERBIO,Hester Biosciences Limited,NSE:HESTERBIO-EQ
HEXATRADEX,Hexa Tradex Limited,NSE:HEXATRADEX-EQ
HEXT,Hexaware Technologies Limited,NSE:HEXT-EQ
HGINFRA,H.G. Infra Engineering Limited,NSE:HGINFRA-EQ
HGM,HandsOn Global Management (HGM) Limited,NSE:HGM-EQ
HGS,Hinduja Global Solutions Limited,NSE:HGS-EQ
HIKAL,Hikal Limited,NSE:HIKAL-EQ
HILINFRA,Highway Infrastructure Limited,NSE:HILINFRA-EQ
HILTON,Hilton Metal Forging Limited,NSE:HILTON-EQ
HIMATSEIDE,Himatsingka Seide Limited,NSE:HIMATSEIDE-EQ
HINDADH,Hindustan Adhesives Limited,NSE:HINDADH-EQ
HINDALCO,Hindalco Industries Limited,NSE:HINDALCO-EQ
HINDALUMI,Hind Aluminium Industries Limited,NSE:HINDALUMI-EQ
HINDCOMPOS,Hindustan Composites Limited,NSE:HINDCOMPOS-EQ
HINDCON,Hindcon Chemicals Limited,NSE:HINDCON-EQ
HINDCOPPER,Hindustan Copper Limited,NSE:HINDCOPPER-EQ
HINDOILEXP,Hindustan Oil Exploration Company Limited,NSE:HINDOILEXP-EQ
HINDPETRO,Hindustan Petroleum Corporation Limited,NSE:HINDPETRO-EQ
HINDUNILVR,Hindustan Unilever Limited,NSE:HINDUNILVR-EQ
HINDWAREAP,Hindware Home Innovation Limited,NSE:HINDWAREAP-EQ
HINDZINC,Hindustan Zinc Limited,NSE:HINDZINC-EQ
HIRECT,Hirect Limited,NSE:HIRECT-EQ
HISARMETAL,Hisar Metal Industries Limited,NSE:HISARMETAL-EQ
HITECH,Hi-Tech Pipes Limited,NSE:HITECH-EQ
HLEGLAS,HLE Glascoat Limited,NSE:HLEGLAS-EQ
HLVLTD,HLV LIMITED,NSE:HLVLTD-EQ
HMAAGRO,HMA Agro Industries Limited,NSE:HMAAGRO-EQ
HNDFDS,Hindustan Foods Limited,NSE:HNDFDS-EQ
HOMEFIRST,Home First Finance Company India Limited,NSE:HOMEFIRST-EQ
HONASA,Honasa Consumer Limited,NSE:HONASA-EQ
HONAUT,Honeywell Automation India Limited,NSE:HONAUT-EQ
HONDAPOWER,Honda India Power Products Limited,NSE:HONDAPOWER-EQ
HORIZONIND,Horizon Industrial Parks Limited,NSE:HORIZONIND-EQ
HPAL,HP Adhesives Limited,NSE:HPAL-EQ
HPIL,Hindprakash Industries Limited,NSE:HPIL-EQ
HPL,HPL Electric & Power Limited,NSE:HPL-EQ
HRYNSHP,Hariyana Ship Breakers Limited,NSE:HRYNSHP-EQ
HSCL,Himadri Speciality Chemical Limited,NSE:HSCL-EQ
HTMEDIA,HT Media Limited,NSE:HTMEDIA-EQ
HUBTOWN,Hubtown Limited,NSE:HUBTOWN-EQ
HUDCO,Housing & Urban Development Corporation Limited,NSE:HUDCO-EQ
HUHTAMAKI,Huhtamaki India Limited,NSE:HUHTAMAKI-EQ
HYUNDAI,Hyundai Motor India Limited,NSE:HYUNDAI-EQ
IBULLSLTD,Indiabulls Limited,NSE:IBULLSLTD-EQ
ICDSLTD,ICDS Limited,NSE:ICDSLTD-EQ
ICEMAKE,Ice Make Refrigeration Limited,NSE:ICEMAKE-EQ
ICICIAMC,ICICI Prudential Asset Management Company Limited,NSE:ICICIAMC-EQ
ICICIBANK,ICICI Bank Limited,NSE:ICICIBANK-EQ
ICICIGI,ICICI Lombard General Insurance Company Limited,NSE:ICICIGI-EQ
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,NSE:ICICIPRULI-EQ
ICIL,Indo Count Industries Limited,NSE:ICIL-EQ
ICRA,ICRA Limited,NSE:ICRA-EQ
IDBI,IDBI Bank Limited,NSE:IDBI-EQ
IDEA,Vodafone Idea Limited,NSE:IDEA-EQ
IDEAFORGE,Ideaforge Technology Limited,NSE:IDEAFORGE-EQ
IDFCFIRSTB,IDFC First Bank Limited,NSE:IDFCFIRSTB-EQ
IEX,Indian Energy Exchange Limited,NSE:IEX-EQ
IFBAGRO,IFB Agro Industries Limited,NSE:IFBAGRO-EQ
IFBIND,IFB Industries Limited,NSE:IFBIND-EQ
IFCI,IFCI Limited,NSE:IFCI-EQ
IFGLEXPOR,IFGL Refractories Limited,NSE:IFGLEXPOR-EQ
IGARASHI,Igarashi Motors India Limited,NSE:IGARASHI-EQ
IGCL,Indogulf Cropsciences Limited,NSE:IGCL-EQ
IGIL,International Gemological Institute Limited,NSE:IGIL-EQ
IGL,Indraprastha Gas Limited,NSE:IGL-EQ
IGPL,IG Petrochemicals Limited,NSE:IGPL-EQ
IIFL,IIFL Finance Limited,NSE:IIFL-EQ
IIFLCAPS,IIFL Capital Services Limited,NSE:IIFLCAPS-EQ
IITL,Industrial Investment Trust Limited,NSE:IITL-EQ
IKIO,IKIO Technologies Limited,NSE:IKIO-EQ
IKS,Inventurus Knowledge Solutions Limited,NSE:IKS-EQ
IMAGICAA,Imagicaaworld Entertainment Limited,NSE:IMAGICAA-EQ
IMFA,Indian Metals & Ferro Alloys Limited,NSE:IMFA-EQ
IMPAL,India Motor Parts and Accessories Limited,NSE:IMPAL-EQ
INA,Insolation Energy Limited,NSE:INA-EQ
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,NSE:INCREDIBLE-EQ
INDBANK,Indbank Merchant Banking Services Limited,NSE:INDBANK-EQ
INDGN,Indegene Limited,NSE:INDGN-EQ
INDHOTEL,The Indian Hotels Company Limited,NSE:INDHOTEL-EQ
INDIACEM,The India Cements Limited,NSE:INDIACEM-EQ
INDIAMART,Indiamart Intermesh Limited,NSE:INDIAMART-EQ
INDIANB,Indian Bank,NSE:INDIANB-EQ
INDIANCARD,Indian Card Clothing Company Limited,NSE:INDIANCARD-EQ
INDIANHUME,Indian Hume Pipe Company Limited,NSE:INDIANHUME-EQ
INDIASHLTR,India Shelter Finance Corporation Limited,NSE:INDIASHLTR-EQ
INDIGO,InterGlobe Aviation Limited,NSE:INDIGO-EQ
INDIGOPNTS,Indigo Paints Limited,NSE:INDIGOPNTS-EQ
INDIQUBE,Indiqube Spaces Limited,NSE:INDIQUBE-EQ
INDNIPPON,India Nippon Electricals Limited,NSE:INDNIPPON-EQ
INDOBORAX,Indo Borax & Chemicals Limited,NSE:INDOBORAX-EQ
INDOCO,Indoco Remedies Limited,NSE:INDOCO-EQ
INDOFARM,Indo Farm Equipment Limited,NSE:INDOFARM-EQ
INDOKEM,Indokem Limited,NSE:INDOKEM-EQ
INDOMIM,INDO-MIM Limited,NSE:INDOMIM-EQ
INDORAMA,Indo Rama Synthetics (India) Limited,NSE:INDORAMA-EQ
INDOSTAR,IndoStar Capital Finance Limited,NSE:INDOSTAR-EQ
INDOTECH,Indo Tech Transformers Limited,NSE:INDOTECH-EQ
INDOTHAI,Indo Thai Securities Limited,NSE:INDOTHAI-EQ
INDOUS,Indo Us Biotech Limited,NSE:INDOUS-EQ
INDOWIND,Indowind Energy Limited,NSE:INDOWIND-EQ
INDPRUD,Industrial & Prudential Investment Company Limited,NSE:INDPRUD-EQ
INDRAMEDCO,Indraprastha Medical Corporation Limited,NSE:INDRAMEDCO-EQ
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE:INDSWFTLAB-EQ
INDTERRAIN,Indian Terrain Fashions Limited,NSE:INDTERRAIN-EQ
INDUSINDBK,IndusInd Bank Limited,NSE:INDUSINDBK-EQ
INDUSTOWER,Indus Towers Limited,NSE:INDUSTOWER-EQ
INFOBEAN,InfoBeans Technologies Limited,NSE:INFOBEAN-EQ
INFOMEDIA,Infomedia Press Limited,NSE:INFOMEDIA-EQ
INFY,Infosys Limited,NSE:INFY-EQ
INGERRAND,Ingersoll Rand (India) Limited,NSE:INGERRAND-EQ
INNOVACAP,Innova Captab Limited,NSE:INNOVACAP-EQ
INNOVANA,Innovana Thinklabs Limited,NSE:INNOVANA-EQ
INNOVISION,Innovision Limited,NSE:INNOVISION-EQ
INOXGREEN,Inox Green Energy Services Limited,NSE:INOXGREEN-EQ
INOXINDIA,INOX India Limited,NSE:INOXINDIA-EQ
INOXWIND,Inox Wind Limited,NSE:INOXWIND-EQ
INSECTICID,Insecticides (India) Limited,NSE:INSECTICID-EQ
INSPIRISYS,Inspirisys Solutions Limited,NSE:INSPIRISYS-EQ
INTELLECT,Intellect Design Arena Limited,NSE:INTELLECT-EQ
INTENTECH,Intense Technologies Limited,NSE:INTENTECH-EQ
INTERARCH,Interarch Building Solutions Limited,NSE:INTERARCH-EQ
INTLCONV,International Conveyors Limited,NSE:INTLCONV-EQ
INVENTURE,Inventure Growth & Securities Limited,NSE:INVENTURE-EQ
IOB,Indian Overseas Bank,NSE:IOB-EQ
IOC,Indian Oil Corporation Limited,NSE:IOC-EQ
IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE:IOLCP-EQ
IONEXCHANG,ION Exchange (India) Limited,NSE:IONEXCHANG-EQ
IPCALAB,IPCA Laboratories Limited,NSE:IPCALAB-EQ
IPL,India Pesticides Limited,NSE:IPL-EQ
IPRINGLTD,IP Rings Limited,NSE:IPRINGLTD-EQ
IRB,IRB Infrastructure Developers Limited,NSE:IRB-EQ
IRCON,Ircon International Limited,NSE:IRCON-EQ
IRCTC,Indian Railway Catering And Tourism Corporation Limited,NSE:IRCTC-EQ
IREDA,Indian Renewable Energy Development Agency Limited,NSE:IREDA-EQ
IRFC,Indian Railway Finance Corporation Limited,NSE:IRFC-EQ
IRIS,IRIS RegTech Solutions Limited,NSE:IRIS-EQ
IRISDOREME,Iris Clothings Limited,NSE:IRISDOREME-EQ
IRMENERGY,IRM Energy Limited,NSE:IRMENERGY-EQ
ISFT,Intrasoft Technologies Limited,NSE:ISFT-EQ
ISGEC,Isgec Heavy Engineering Limited,NSE:ISGEC-EQ
ISHANCH,Ishan Dyes and Chemicals Limited,NSE:ISHANCH-EQ
ISTLTD,I S T Limited,NSE:ISTLTD-EQ
ITC,ITC Limited,NSE:ITC-EQ
ITCHOTELS,ITC Hotels Limited,NSE:ITCHOTELS-EQ
ITDC,India Tourism Development Corporation Limited,NSE:ITDC-EQ
ITI,ITI Limited,NSE:ITI-EQ
ITL,ITL Industries Limited,NSE:ITL-EQ
IVALUE,Ivalue Infosolutions Limited,NSE:IVALUE-EQ
IVC,IL&FS Investment Managers Limited,NSE:IVC-EQ
IWP,The Indian Wood Products Company Limited,NSE:IWP-EQ
IXIGO,Le Travenues Technology Limited,NSE:IXIGO-EQ
IZMO,IZMO Limited,NSE:IZMO-EQ
J&KBANK,The Jammu & Kashmir Bank Limited,NSE:J&KBANK-EQ
JAGRAN,Jagran Prakashan Limited,NSE:JAGRAN-EQ
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,NSE:JAGSNPHARM-EQ
JAIBALAJI,Jai Balaji Industries Limited,NSE:JAIBALAJI-EQ
JAICORPLTD,Jai Corp Limited,NSE:JAICORPLTD-EQ
JAINREC,Jain Resource Recycling Limited,NSE:JAINREC-EQ
JAIPURKURT,Nandani Creation Limited,NSE:JAIPURKURT-EQ
JAMNAAUTO,Jamna Auto Industries Limited,NSE:JAMNAAUTO-EQ
JARO,Jaro Institute of Technology Management and Research Limited,NSE:JARO-EQ
JASH,Jash Engineering Limited,NSE:JASH-EQ
JAYAGROGN,Jayant Agro Organics Limited,NSE:JAYAGROGN-EQ
JAYBARMARU,Jay Bharat Maruti Limited,NSE:JAYBARMARU-EQ
JAYKAY,Jaykay Enterprises Limited,NSE:JAYKAY-EQ
JAYNECOIND,Jayaswal Neco Industries Limited,NSE:JAYNECOIND-EQ
JAYSREETEA,Jayshree Tea & Industries Limited,NSE:JAYSREETEA-EQ
JBMA,JBM Auto Limited,NSE:JBMA-EQ
JENBURPH,Jenburkt Pharmaceuticals Limited,NSE:JENBURPH-EQ
JETFREIGHT,Jet Freight Logistics Limited,NSE:JETFREIGHT-EQ
JGCHEM,J.G.Chemicals Limited,NSE:JGCHEM-EQ
JHS,JHS Svendgaard Laboratories Limited,NSE:JHS-EQ
JINDALPHOT,Jindal Photo Limited,NSE:JINDALPHOT-EQ
JINDALPOLY,Jindal Poly Films Limited,NSE:JINDALPOLY-EQ
JINDALSAW,Jindal Saw Limited,NSE:JINDALSAW-EQ
JINDALSTEL,JINDAL STEEL LIMITED,NSE:JINDALSTEL-EQ
JINDRILL,Jindal Drilling And Industries Limited,NSE:JINDRILL-EQ
JINDWORLD,Jindal Worldwide Limited,NSE:JINDWORLD-EQ
JIOFIN,Jio Financial Services Limited,NSE:JIOFIN-EQ
JISLDVREQS,Jain Irrigation Systems Limited,NSE:JISLDVREQS-EQ
JISLJALEQS,Jain Irrigation Systems Limited,NSE:JISLJALEQS-EQ
JITFINFRA,JITF Infralogistics Limited,NSE:JITFINFRA-EQ
JKCEMENT,JK Cement Limited,NSE:JKCEMENT-EQ
JKIL,J.Kumar Infraprojects Limited,NSE:JKIL-EQ
JKIPL,Jinkushal Industries Limited,NSE:JKIPL-EQ
JKLAKSHMI,JK Lakshmi Cement Limited,NSE:JKLAKSHMI-EQ
JKPAPER,JK Paper Limited,NSE:JKPAPER-EQ
JKTYRE,JK Tyre & Industries Limited,NSE:JKTYRE-EQ
JLHL,Jupiter Life Line Hospitals Limited,NSE:JLHL-EQ
JMA,Jullundur Motor Agency (Delhi) Limited,NSE:JMA-EQ
JMFINANCIL,JM Financial Limited,NSE:JMFINANCIL-EQ
JNKINDIA,JNK India Limited,NSE:JNKINDIA-EQ
JNPR,Juniper Green Energy Limited,NSE:JNPR-EQ
JOCIL,Jocil Limited,NSE:JOCIL-EQ
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,NSE:JPOLYINVST-EQ
JPPOWER,Jaiprakash Power Ventures Limited,NSE:JPPOWER-EQ
JSFB,Jana Small Finance Bank Limited,NSE:JSFB-EQ
JSL,Jindal Stainless Limited,NSE:JSL-EQ
JSLL,Jeena Sikho Lifecare Limited,NSE:JSLL-EQ
JSWCEMENT,JSW Cement Limited,NSE:JSWCEMENT-EQ
JSWDULUX,JSW Dulux Limited,NSE:JSWDULUX-EQ
JSWENERGY,JSW Energy Limited,NSE:JSWENERGY-EQ
JSWHL,JSW Holdings Limited,NSE:JSWHL-EQ
JSWINFRA,JSW Infrastructure Limited,NSE:JSWINFRA-EQ
JSWSTEEL,JSW Steel Limited,NSE:JSWSTEEL-EQ
JTEKTINDIA,Jtekt India Limited,NSE:JTEKTINDIA-EQ
JTLIND,JTL INDUSTRIES LIMITED,NSE:JTLIND-EQ
JUBLCPL,Jubilant Agri and Consumer Products Limited,NSE:JUBLCPL-EQ
JUBLFOOD,Jubilant Foodworks Limited,NSE:JUBLFOOD-EQ
JUBLINGREA,Jubilant Ingrevia Limited,NSE:JUBLINGREA-EQ
JUBLPHARMA,Jubilant Pharmova Limited,NSE:JUBLPHARMA-EQ
JUNIPER,Juniper Hotels Limited,NSE:JUNIPER-EQ
JUSTDIAL,Just Dial Limited,NSE:JUSTDIAL-EQ
JWL,Jupiter Wagons Limited,NSE:JWL-EQ
JYOTHYLAB,Jyothy Labs Limited,NSE:JYOTHYLAB-EQ
JYOTICNC,Jyoti CNC Automation Limited,NSE:JYOTICNC-EQ
JYOTIRES,Jyoti Resins & Adhesives Limited,NSE:JYOTIRES-EQ
JYOTISTRUC,Jyoti Structures Limited,NSE:JYOTISTRUC-EQ
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE:KABRAEXTRU-EQ
KAJARIACER,Kajaria Ceramics Limited,NSE:KAJARIACER-EQ
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,NSE:KAKATCEM-EQ
KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE:KALAMANDIR-EQ
KALPATARU,Kalpataru Limited,NSE:KALPATARU-EQ
KALYANKJIL,Kalyan Jewellers India Limited,NSE:KALYANKJIL-EQ
KAMAHOLD,Kama Holdings Limited,NSE:KAMAHOLD-EQ
KAMANWALA,Kamanwala Housing Construction Limited,NSE:KAMANWALA-EQ
KAMATHOTEL,Kamat Hotels (I) Limited,NSE:KAMATHOTEL-EQ
KAMOPAINTS,Kamdhenu Ventures Limited,NSE:KAMOPAINTS-EQ
KANANIIND,Kanani Industries Limited,NSE:KANANIIND-EQ
KANCHI,Kanchi Karpooram Limited,NSE:KANCHI-EQ
KANCOTEA,Kanco Tea & Industries Limited,NSE:KANCOTEA-EQ
KANPRPLA,Kanpur Plastipack Limited,NSE:KANPRPLA-EQ
KANSAINER,Kansai Nerolac Paints Limited,NSE:KANSAINER-EQ
KAPSTON,Kapston Services Limited,NSE:KAPSTON-EQ
KARMAENG,Karma Energy Limited,NSE:KARMAENG-EQ
KARURVYSYA,Karur Vysya Bank Limited,NSE:KARURVYSYA-EQ
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,NSE:KAVDEFENCE-EQ
KAYNES,Kaynes Technology India Limited,NSE:KAYNES-EQ
KCP,KCP Limited,NSE:KCP-EQ
KDDL,KDDL Limited,NSE:KDDL-EQ
KDGREEN,KD Green Industries Limited,NSE:KDGREEN-EQ
KEC,KEC International Limited,NSE:KEC-EQ
KECL,Kirloskar Electric Company Limited,NSE:KECL-EQ
KEEPLEARN,DSJ Keep Learning Limited,NSE:KEEPLEARN-EQ
KEI,KEI Industries Limited,NSE:KEI-EQ
KELLTONTEC,Kellton Tech Solutions Limited,NSE:KELLTONTEC-EQ
KENNAMET,Kennametal India Limited,NSE:KENNAMET-EQ
KERNEX,Kernex Microsystems (India) Limited,NSE:KERNEX-EQ
KEYFINSERV,Keynote Financial Services Limited,NSE:KEYFINSERV-EQ
KFINTECH,Kfin Technologies Limited,NSE:KFINTECH-EQ
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,NSE:KHAICHEM-EQ
KHAITANLTD,Khaitan (India) Limited,NSE:KHAITANLTD-EQ
KHANDSE,Khandwala Securities Limited,NSE:KHANDSE-EQ
KICL,Kalyani Investment Company Limited,NSE:KICL-EQ
KIMS,Krishna Institute of Medical Sciences Limited,NSE:KIMS-EQ
KINGFA,Kingfa Science & Technology (India) Limited,NSE:KINGFA-EQ
KIOCL,KIOCL Limited,NSE:KIOCL-EQ
KIRANVYPAR,Kiran Vyapar Limited,NSE:KIRANVYPAR-EQ
KIRIINDUS,Kiri Industries Limited,NSE:KIRIINDUS-EQ
KIRLFER,Kirloskar Ferrous Industries Limited,NSE:KIRLFER-EQ
KIRLOSBROS,Kirloskar Brothers Limited,NSE:KIRLOSBROS-EQ
KIRLOSENG,Kirloskar Oil Engines Limited,NSE:KIRLOSENG-EQ
KIRLOSIND,Kirloskar Industries Limited,NSE:KIRLOSIND-EQ
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE:KIRLPNU-EQ
KISSHT,OnEMI Technology Solutions Limited,NSE:KISSHT-EQ
KITEX,Kitex Garments Limited,NSE:KITEX-EQ
KJMCFIN,KJMC Financial Services Limited,NSE:KJMCFIN-EQ
KKCL,Kewal Kiran Clothing Limited,NSE:KKCL-EQ
KLBRENG-B,Kilburn Engineering Limited,NSE:KLBRENG-B-EQ
KMCSHIL,K M C Speciality Hospitals (India) Limited,NSE:KMCSHIL-EQ
KMEW,Knowledge Marine & Engineering Works Limited,NSE:KMEW-EQ
KMSUGAR,K.M.Sugar Mills Limited,NSE:KMSUGAR-EQ
KNACK,Knack Packaging Limited,NSE:KNACK-EQ
KNAGRI,KN Agri Resources Limited,NSE:KNAGRI-EQ
KNRCON,KNR Constructions Limited,NSE:KNRCON-EQ
KOHINOOR,Kohinoor Foods Limited,NSE:KOHINOOR-EQ
KOKUYOCMLN,Kokuyo Camlin Limited,NSE:KOKUYOCMLN-EQ
KOLTEPATIL,Kolte - Patil Developers Limited,NSE:KOLTEPATIL-EQ
KOPRAN,Kopran Limited,NSE:KOPRAN-EQ
KOTAKBANK,Kotak Mahindra Bank Limited,NSE:KOTAKBANK-EQ
KOTHARIPET,Kothari Petrochemicals Limited,NSE:KOTHARIPET-EQ
KOTHARIPRO,Kothari Products Limited,NSE:KOTHARIPRO-EQ
KOTIC,Kothari Industrial Corporation Limited,NSE:KOTIC-EQ
KOVAI,Kovai Medical Center & Hospital Limited,NSE:KOVAI-EQ
KPEL,K.P. Energy Limited,NSE:KPEL-EQ
KPIGREEN,KPI Green Energy Limited,NSE:KPIGREEN-EQ
KPIL,Kalpataru Projects International Limited,NSE:KPIL-EQ
KPITTECH,KPIT Technologies Limited,NSE:KPITTECH-EQ
KPL,Kwality Pharmaceuticals Limited,NSE:KPL-EQ
KPRMILL,K.P.R. Mill Limited,NSE:KPRMILL-EQ
KRBL,KRBL Limited,NSE:KRBL-EQ
KREBSBIO,Krebs Biochemicals and Industries Limited,NSE:KREBSBIO-EQ
KRIDHANINF,Kridhan Infra Limited,NSE:KRIDHANINF-EQ
KRISHANA,Krishana Phoschem Limited,NSE:KRISHANA-EQ
KRISHIVAL,Krishival Foods Limited,NSE:KRISHIVAL-EQ
KRISHNADEF,Krishna Defence And Allied Industries Limited,NSE:KRISHNADEF-EQ
KRITI,Kriti Industries (India) Limited,NSE:KRITI-EQ
KRITIKA,Kritika Wires Limited,NSE:KRITIKA-EQ
KRITINUT,Kriti Nutrients Limited,NSE:KRITINUT-EQ
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE:KRN-EQ
KROSS,Kross Limited,NSE:KROSS-EQ
KRSNAA,Krsnaa Diagnostics Limited,NSE:KRSNAA-EQ
KRYSTAL,Krystal Integrated Services Limited,NSE:KRYSTAL-EQ
KSB,Ksb Limited,NSE:KSB-EQ
KSCL,Kaveri Seed Company Limited,NSE:KSCL-EQ
KSE,KSE Limited,NSE:KSE-EQ
KSHINTL,KSH International Limited,NSE:KSHINTL-EQ
KSHITIJPOL,Kshitij Polyline Limited,NSE:KSHITIJPOL-EQ
KSL,Kalyani Steels Limited,NSE:KSL-EQ
KSOLVES,Ksolves India Limited,NSE:KSOLVES-EQ
KSR,KSR Footwear Limited,NSE:KSR-EQ
KTKBANK,The Karnataka Bank Limited,NSE:KTKBANK-EQ
KUANTUM,Kuantum Papers Limited,NSE:KUANTUM-EQ
KUSUMGAR,Kusumgar Limited,NSE:KUSUMGAR-EQ
KWIL,Kwality Wall's (India) Limited,NSE:KWIL-EQ
LADDERUP,Ladderup Finance Limited,NSE:LADDERUP-EQ
LAGNAM,Lagnam Spintex Limited,NSE:LAGNAM-EQ
LAHOTIOV,Lahoti Overseas Limited,NSE:LAHOTIOV-EQ
LAKSHMIMIL,Lakshmi Mills Company Limited,NSE:LAKSHMIMIL-EQ
LAL,Lorenzini Apparels Limited,NSE:LAL-EQ
LALITHAA,Lalithaa Jewellery Mart Limited,NSE:LALITHAA-EQ
LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE:LALPATHLAB-EQ
LAMBODHARA,Lambodhara Textiles Limited,NSE:LAMBODHARA-EQ
LANCER,Lancer Container Lines Limited,NSE:LANCER-EQ
LANCORHOL,Lancor Holdings Limited,NSE:LANCORHOL-EQ
LANDMARK,Landmark Cars Limited,NSE:LANDMARK-EQ
LANDSMILL,Landsmill Green Limited,NSE:LANDSMILL-EQ
LAOPALA,La Opala RG Limited,NSE:LAOPALA-EQ
LASA,Lasa Supergenerics Limited,NSE:LASA-EQ
LASERPOWER,Laser Power & Infra Limited,NSE:LASERPOWER-EQ
LATENTVIEW,Latent View Analytics Limited,NSE:LATENTVIEW-EQ
LATTEYS,Latteys Industries Limited,NSE:LATTEYS-EQ
LAURUSLABS,Laurus Labs Limited,NSE:LAURUSLABS-EQ
LAXMICOT,Laxmi Cotspin Limited,NSE:LAXMICOT-EQ
LAXMIDENTL,Laxmi Dental Limited,NSE:LAXMIDENTL-EQ
LAXMIINDIA,Laxmi India Finance Limited,NSE:LAXMIINDIA-EQ
LCCINFOTEC,LCC Infotech Limited,NSE:LCCINFOTEC-EQ
LCL,Lohia Corp Limited,NSE:LCL-EQ
LEAPIND,LEAP India Limited,NSE:LEAPIND-EQ
LEMERITE,Le Merite Exports Limited,NSE:LEMERITE-EQ
LEMONTREE,Lemon Tree Hotels Limited,NSE:LEMONTREE-EQ
LENSKART,Lenskart Solutions Limited,NSE:LENSKART-EQ
LEXUS,Lexus Granito (India) Limited,NSE:LEXUS-EQ
LFIC,Lakshmi Finance & Industrial Corporation Limited,NSE:LFIC-EQ
LGBBROSLTD,LG Balakrishnan & Bros Limited,NSE:LGBBROSLTD-EQ
LGEINDIA,LG Electronics India Limited,NSE:LGEINDIA-EQ
