symbol,name,fyers_symbol
LGHL,Laxmi Goldorna House Limited,BSE:LGHL-EQ
LIBAS,Libas Consumer Products Limited,BSE:LIBAS-EQ
LIBERTSHOE,Liberty Shoes Limited,BSE:LIBERTSHOE-EQ
LICHSGFIN,LIC Housing Finance Limited,BSE:LICHSGFIN-EQ
LICI,Life Insurance Corporation Of India,BSE:LICI-EQ
LIKHITHA,Likhitha Infrastructure Limited,BSE:LIKHITHA-EQ
LINC,Linc Limited,BSE:LINC-EQ
LINCOLN,Lincoln Pharmaceuticals Limited,BSE:LINCOLN-EQ
LINDEINDIA,Linde India Limited,BSE:LINDEINDIA-EQ
LKPSEC,LKP Securities Limited,BSE:LKPSEC-EQ
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,BSE:LLOYDSENGG-EQ
LLOYDSENT,Lloyds Enterprises Limited,BSE:LLOYDSENT-EQ
LLOYDSME,Lloyds Metals And Energy Limited,BSE:LLOYDSME-EQ
LMW,LMW Limited,BSE:LMW-EQ
LODHA,Lodha Developers Limited,BSE:LODHA-EQ
LOKESHMACH,Lokesh Machines Limited,BSE:LOKESHMACH-EQ
LORDSCHLO,Lords Chloro Alkali Limited,BSE:LORDSCHLO-EQ
LOTUSCHO,Lotus Chocolate Company Limited,BSE:LOTUSCHO-EQ
LOTUSEYE,Lotus Eye Hospital and Institute Limited,BSE:LOTUSEYE-EQ
LOVABLE,Lovable Lingerie Limited,BSE:LOVABLE-EQ
LOYALTEX,Loyal Textile Mills Limited,BSE:LOYALTEX-EQ
LPDC,Landmark Property Development Company Limited,BSE:LPDC-EQ
LT,Larsen & Toubro Limited,BSE:LT-EQ
LTF,L&T Finance Limited,BSE:LTF-EQ
LTFOODS,LT Foods Limited,BSE:LTFOODS-EQ
LTM,LTM Limited,BSE:LTM-EQ
LTTS,L&T Technology Services Limited,BSE:LTTS-EQ
LUMAXIND,Lumax Industries Limited,BSE:LUMAXIND-EQ
LUMAXTECH,Lumax Auto Technologies Limited,BSE:LUMAXTECH-EQ
LUMINO,Lumino Industries Limited,BSE:LUMINO-EQ
LUPIN,Lupin Limited,BSE:LUPIN-EQ
LUXIND,Lux Industries Limited,BSE:LUXIND-EQ
LXCHEM,Laxmi Organic Industries Limited,BSE:LXCHEM-EQ
M&M,Mahindra & Mahindra Limited,BSE:M&M-EQ
M&MFIN,Mahindra & Mahindra Financial Services Limited,BSE:M&MFIN-EQ
MAANALU,Maan Aluminium Limited,BSE:MAANALU-EQ
MACPOWER,Macpower CNC Machines Limited,BSE:MACPOWER-EQ
MADHAV,Madhav Marbles and Granites Limited,BSE:MADHAV-EQ
MADHAVIPL,Madhav Infra Projects Limited,BSE:MADHAVIPL-EQ
MADRASFERT,Madras Fertilizers Limited,BSE:MADRASFERT-EQ
MAFATIND,Mafatlal Industries Limited,BSE:MAFATIND-EQ
MAGADSUGAR,Magadh Sugar & Energy Limited,BSE:MAGADSUGAR-EQ
MAGNUM,Magnum Ventures Limited,BSE:MAGNUM-EQ
MAHABANK,Bank of Maharashtra,BSE:MAHABANK-EQ
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,BSE:MAHAPEXLTD-EQ
MAHEPC,Mahindra EPC Irrigation Limited,BSE:MAHEPC-EQ
MAHLIFE,Mahindra Lifespace Developers Limited,BSE:MAHLIFE-EQ
MAHLOG,Mahindra Logistics Limited,BSE:MAHLOG-EQ
MAHSCOOTER,Maharashtra Scooters Limited,BSE:MAHSCOOTER-EQ
MAHSEAMLES,Maharashtra Seamless Limited,BSE:MAHSEAMLES-EQ
MAITHANALL,Maithan Alloys Limited,BSE:MAITHANALL-EQ
MAKERSL,Makers Laboratories Limited,BSE:MAKERSL-EQ
MALLCOM,Mallcom (India) Limited,BSE:MALLCOM-EQ
MALUPAPER,Malu Paper Mills Limited,BSE:MALUPAPER-EQ
MAMATA,Mamata Machinery Limited,BSE:MAMATA-EQ
MANAKALUCO,Manaksia Aluminium Company Limited,BSE:MANAKALUCO-EQ
MANAKCOAT,Manaksia Coated Metals & Industries Limited,BSE:MANAKCOAT-EQ
MANAKSIA,Manaksia Limited,BSE:MANAKSIA-EQ
MANALIPETC,Manali Petrochemicals Limited,BSE:MANALIPETC-EQ
MANAPPURAM,Manappuram Finance Limited,BSE:MANAPPURAM-EQ
MANBA,Manba Finance Limited,BSE:MANBA-EQ
MANCREDIT,Mangal Credit and Fincorp Limited,BSE:MANCREDIT-EQ
MANGALAM,Mangalam Drugs And Organics Limited,BSE:MANGALAM-EQ
MANGLMCEM,Mangalam Cement Limited,BSE:MANGLMCEM-EQ
MANINDS,Man Industries (India) Limited,BSE:MANINDS-EQ
MANINFRA,Man Infraconstruction Limited,BSE:MANINFRA-EQ
MANIPALHOS,Manipal Health Enterprises Limited,BSE:MANIPALHOS-EQ
MANKIND,Mankind Pharma Limited,BSE:MANKIND-EQ
MANOMAY,Manomay Tex India Limited,BSE:MANOMAY-EQ
MANORAMA,Manorama Industries Limited,BSE:MANORAMA-EQ
MANORG,Mangalam Organics Limited,BSE:MANORG-EQ
MANYAVAR,Vedant Fashions Limited,BSE:MANYAVAR-EQ
MAPMYINDIA,C.E. Info Systems Limited,BSE:MAPMYINDIA-EQ
MARALOVER,Maral Overseas Limited,BSE:MARALOVER-EQ
MARATHON,Marathon Nextgen Realty Limited,BSE:MARATHON-EQ
MARICO,Marico Limited,BSE:MARICO-EQ
MARINE,Marine Electricals (India) Limited,BSE:MARINE-EQ
MARKOLINES,Markolines Pavement Technologies Limited,BSE:MARKOLINES-EQ
MARKSANS,Marksans Pharma Limited,BSE:MARKSANS-EQ
MARSONS,Marsons Limited,BSE:MARSONS-EQ
MARUTI,Maruti Suzuki India Limited,BSE:MARUTI-EQ
MASFIN,MAS Financial Services Limited,BSE:MASFIN-EQ
MASKINVEST,Mask Investments Limited,BSE:MASKINVEST-EQ
MASTEK,Mastek Limited,BSE:MASTEK-EQ
MASTERTR,Master Trust Limited,BSE:MASTERTR-EQ
MATRIMONY,Matrimony.Com Limited,BSE:MATRIMONY-EQ
MAWANASUG,Mawana Sugars Limited,BSE:MAWANASUG-EQ
MAXESTATES,Max Estates Limited,BSE:MAXESTATES-EQ
MAXHEALTH,Max Healthcare Institute Limited,BSE:MAXHEALTH-EQ
MAXIND,Max India Limited,BSE:MAXIND-EQ
MAYURUNIQ,Mayur Uniquoters Ltd,BSE:MAYURUNIQ-EQ
MAZDOCK,Mazagon Dock Shipbuilders Limited,BSE:MAZDOCK-EQ
MBAPL,Madhya Bharat Agro Products Limited,BSE:MBAPL-EQ
MBEL,M & B Engineering Limited,BSE:MBEL-EQ
MBLINFRA,MBL Infrastructure Limited,BSE:MBLINFRA-EQ
MCCHRLS-B,Mac Charles India Limited,BSE:MCCHRLS-B-EQ
MCL,M TEK COPPER LIMITED,BSE:MCL-EQ
MCLEODRUSS,Mcleod Russel India Limited,BSE:MCLEODRUSS-EQ
MCLOUD,Magellanic Cloud Limited,BSE:MCLOUD-EQ
MCX,Multi Commodity Exchange of India Limited,BSE:MCX-EQ
MEDANTA,Global Health Limited,BSE:MEDANTA-EQ
MEDIASSIST,Medi Assist Healthcare Services Limited,BSE:MEDIASSIST-EQ
MEDICAMEQ,Medicamen Biotech Limited,BSE:MEDICAMEQ-EQ
MEDICAPQ,Medi Caps Limited,BSE:MEDICAPQ-EQ
MEDICO,Medico Remedies Limited,BSE:MEDICO-EQ
MEDPLUS,Medplus Health Services Limited,BSE:MEDPLUS-EQ
MEESHO,Meesho Limited,BSE:MEESHO-EQ
MEGASTAR,Megastar Foods Limited,BSE:MEGASTAR-EQ
MEIL,Mangal Electrical Industries Limited,BSE:MEIL-EQ
MENNPIS,Menon Pistons Limited,BSE:MENNPIS-EQ
MERCANTILE,Mercantile Ventures Limited,BSE:MERCANTILE-EQ
MERCURYEV,Mercury Ev-Tech Limited,BSE:MERCURYEV-EQ
METROBRAND,Metro Brands Limited,BSE:METROBRAND-EQ
METROGLOBL,Metroglobal Limited,BSE:METROGLOBL-EQ
METROPOLIS,Metropolis Healthcare Limited,BSE:METROPOLIS-EQ
MFML,Mahalaxmi Fabric Mills Limited,BSE:MFML-EQ
MFSL,Max Financial Services Limited,BSE:MFSL-EQ
MGEL,Mangalam Global Enterprise Limited,BSE:MGEL-EQ
MGL,Mahanagar Gas Limited,BSE:MGL-EQ
MHRIL,Mahindra Holidays & Resorts India Limited,BSE:MHRIL-EQ
MIDHANI,Mishra Dhatu Nigam Limited,BSE:MIDHANI-EQ
MIDWESTLTD,Midwest Limited,BSE:MIDWESTLTD-EQ
MIIL,Meghna Infracon Infrastructure Limited,BSE:MIIL-EQ
MILKYMIST,Milky Mist Dairy Food Limited,BSE:MILKYMIST-EQ
MINDACORP,Minda Corporation Limited,BSE:MINDACORP-EQ
MINDTECK,Mindteck (India) Limited,BSE:MINDTECK-EQ
MIRZAINT,Mirza International Limited,BSE:MIRZAINT-EQ
MITCON,MITCON Consultancy & Engineering Services Limited,BSE:MITCON-EQ
MITTAL,Mittal Life Style Limited,BSE:MITTAL-EQ
MKEXIM,M.K. Exim (India) Limited,BSE:MKEXIM-EQ
MKPL,M K Proteins Limited,BSE:MKPL-EQ
MLKFOOD,Milkfood Limited,BSE:MLKFOOD-EQ
MMFL,MM Forgings Limited,BSE:MMFL-EQ
MMP,MMP Industries Limited,BSE:MMP-EQ
MMTC,MMTC Limited,BSE:MMTC-EQ
MMWL,Media Matrix Worldwide Limited,BSE:MMWL-EQ
MOBIKWIK,One Mobikwik Systems Limited,BSE:MOBIKWIK-EQ
MODINATUR,Modi Naturals Limited,BSE:MODINATUR-EQ
MODIRUBBER,Modi Rubber Limited,BSE:MODIRUBBER-EQ
MODIS,Modis Navnirman Limited,BSE:MODIS-EQ
MODISONLTD,MODISON LIMITED,BSE:MODISONLTD-EQ
MODTHREAD,Modern Threads (India) Limited,BSE:MODTHREAD-EQ
MOHITE,Mohite Industries Limited,BSE:MOHITE-EQ
MOHITIND,Mohit Industries Limited,BSE:MOHITIND-EQ
MOIL,MOIL Limited,BSE:MOIL-EQ
MOKSH,Moksh Ornaments Limited,BSE:MOKSH-EQ
MOL,Meghmani Organics Limited,BSE:MOL-EQ
MOLBIO,Molbio Diagnostics Limited,BSE:MOLBIO-EQ
MOLDTKPAC,Mold-Tek Packaging Limited,BSE:MOLDTKPAC-EQ
MONARCH,Monarch Networth Capital Limited,BSE:MONARCH-EQ
MONEYBOXX,Moneyboxx Finance Limited,BSE:MONEYBOXX-EQ
MONTECARLO,Monte Carlo Fashions Limited,BSE:MONTECARLO-EQ
MOREPENLAB,Morepen Laboratories Limited,BSE:MOREPENLAB-EQ
MOSCHIP,Moschip Technologies Limited,BSE:MOSCHIP-EQ
MOTHERSON,Samvardhana Motherson International Limited,BSE:MOTHERSON-EQ
MOTILALOFS,Motilal Oswal Financial Services Limited,BSE:MOTILALOFS-EQ
MOTISONS,Motisons Jewellers Limited,BSE:MOTISONS-EQ
MOTOGENFIN,The Motor & General Finance Limited,BSE:MOTOGENFIN-EQ
MPHASIS,MphasiS Limited,BSE:MPHASIS-EQ
MPSLTD,MPS Limited,BSE:MPSLTD-EQ
MRF,MRF Limited,BSE:MRF-EQ
MRPL,Mangalore Refinery and Petrochemicals Limited,BSE:MRPL-EQ
MSL,Mangalam Seeds Limited,BSE:MSL-EQ
MSPL,MSP Steel & Power Limited,BSE:MSPL-EQ
MSTCLTD,Mstc Limited,BSE:MSTCLTD-EQ
MSUMI,Motherson Sumi Wiring India Limited,BSE:MSUMI-EQ
MTNL,Mahanagar Telephone Nigam Limited,BSE:MTNL-EQ
MUFIN,Mufin Green Finance Limited,BSE:MUFIN-EQ
MUFTI,Credo Brands Marketing Limited,BSE:MUFTI-EQ
MUKANDLTD,Mukand Limited,BSE:MUKANDLTD-EQ
MUKESHB,Mukesh Babu Financial Services Limited,BSE:MUKESHB-EQ
MUKKA,Mukka Proteins Limited,BSE:MUKKA-EQ
MUNJALAU,Munjal Auto Industries Limited,BSE:MUNJALAU-EQ
MUNJALSHOW,Munjal Showa Limited,BSE:MUNJALSHOW-EQ
MURUDCERA,Murudeshwar Ceramics Limited,BSE:MURUDCERA-EQ
MUTHOOTCAP,Muthoot Capital Services Limited,BSE:MUTHOOTCAP-EQ
MUTHOOTFIN,Muthoot Finance Limited,BSE:MUTHOOTFIN-EQ
MUTHOOTMF,Muthoot Microfin Limited,BSE:MUTHOOTMF-EQ
MVELECTRO,MV Electrosystems Limited,BSE:MVELECTRO-EQ
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,BSE:MVGJL-EQ
MWL,Mangalam Worldwide Limited,BSE:MWL-EQ
NACLIND,NACL Industries Limited,BSE:NACLIND-EQ
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,BSE:NAGREEKCAP-EQ
NAGREEKEXP,Nagreeka Exports Limited,BSE:NAGREEKEXP-EQ
NAHARCAP,Nahar Capital and Financial Services Limited,BSE:NAHARCAP-EQ
NAHARINDUS,Nahar Industrial Enterprises Limited,BSE:NAHARINDUS-EQ
NAHARPOLY,Nahar Poly Films Limited,BSE:NAHARPOLY-EQ
NAHARSPING,Nahar Spinning Mills Limited,BSE:NAHARSPING-EQ
NAM-INDIA,Nippon Life India Asset Management Limited,BSE:NAM-INDIA-EQ
NARMADA,Narmada Agrobase Limited,BSE:NARMADA-EQ
NATCOPHARM,Natco Pharma Limited,BSE:NATCOPHARM-EQ
NATHBIOGEN,Nath Bio-Genes (India) Limited,BSE:NATHBIOGEN-EQ
NATIONALUM,National Aluminium Company Limited,BSE:NATIONALUM-EQ
NATIONSTD,National Standard (India) Limited,BSE:NATIONSTD-EQ
NAUKRI,Info Edge (India) Limited,BSE:NAUKRI-EQ
NAVA,NAVA LIMITED,BSE:NAVA-EQ
NAVINFLUOR,Navin Fluorine International Limited,BSE:NAVINFLUOR-EQ
NAVKARCORP,Navkar Corporation Limited,BSE:NAVKARCORP-EQ
NAVNETEDUL,Navneet Education Limited,BSE:NAVNETEDUL-EQ
NAZARA,Nazara Technologies Limited,BSE:NAZARA-EQ
NBCC,NBCC (India) Limited,BSE:NBCC-EQ
NBIFIN,N. B. I. Industrial Finance Company Limited,BSE:NBIFIN-EQ
NCC,NCC Limited,BSE:NCC-EQ
NCLIND,NCL Industries Limited,BSE:NCLIND-EQ
NDGL,Naga Dhunseri Group Limited,BSE:NDGL-EQ
NDL,Nandan Denim Limited,BSE:NDL-EQ
NDLVENTURE,NDL Ventures Limited,BSE:NDLVENTURE-EQ
NDRAUTO,Ndr Auto Components Limited,BSE:NDRAUTO-EQ
NDTV,New Delhi Television Limited,BSE:NDTV-EQ
NEAGI,Neelamalai Agro Industries Limited,BSE:NEAGI-EQ
NECLIFE,Nectar Lifesciences Limited,BSE:NECLIFE-EQ
NELCAST,Nelcast Limited,BSE:NELCAST-EQ
NELCO,NELCO Limited,BSE:NELCO-EQ
NEOGEN,Neogen Chemicals Limited,BSE:NEOGEN-EQ
NEPHROPLUS,Nephrocare Health Services Limited,BSE:NEPHROPLUS-EQ
NESCO,Nesco Limited,BSE:NESCO-EQ
NESTLEIND,Nestle India Limited,BSE:NESTLEIND-EQ
NETWEB,Netweb Technologies India Limited,BSE:NETWEB-EQ
NETWORK18,Network18 Media & Investments Limited,BSE:NETWORK18-EQ
NEULANDLAB,Neuland Laboratories Limited,BSE:NEULANDLAB-EQ
NEWGEN,Newgen Software Technologies Limited,BSE:NEWGEN-EQ
NEXTMEDIA,Next Mediaworks Limited,BSE:NEXTMEDIA-EQ
NFL,National Fertilizers Limited,BSE:NFL-EQ
NGIL,Nakoda Group of Industries Limited,BSE:NGIL-EQ
NGLFINE,NGL Fine-Chem Limited,BSE:NGLFINE-EQ
NH,Narayana Hrudayalaya Ltd.,BSE:NH-EQ
NHPC,NHPC Limited,BSE:NHPC-EQ
NIACL,The New India Assurance Company Limited,BSE:NIACL-EQ
NIBE,NIBE Limited,BSE:NIBE-EQ
NIBL,NRB Industrial Bearings Limited,BSE:NIBL-EQ
NICCOPAR,Nicco Parks & Resorts Limited,BSE:NICCOPAR-EQ
NIITLTD,NIIT Limited,BSE:NIITLTD-EQ
NIITMTS,NIIT Learning Systems Limited,BSE:NIITMTS-EQ
NILAINFRA,Nila Infrastructures Limited,BSE:NILAINFRA-EQ
NILASPACES,Nila Spaces Limited,BSE:NILASPACES-EQ
NILE,Nile Limited,BSE:NILE-EQ
NILKAMAL,Nilkamal Limited,BSE:NILKAMAL-EQ
NIMBSPROJ,Nimbus Projects Limited,BSE:NIMBSPROJ-EQ
NINSYS,NINtec Systems Limited,BSE:NINSYS-EQ
NIPPOBATRY,Indo-National Limited,BSE:NIPPOBATRY-EQ
NIRAJ,Niraj Cement Structurals Limited,BSE:NIRAJ-EQ
NIRLON,Nirlon Limited,BSE:NIRLON-EQ
NITCO,Nitco Limited,BSE:NITCO-EQ
NITINSPIN,Nitin Spinners Limited,BSE:NITINSPIN-EQ
NITIRAJ,Nitiraj Engineers Limited,BSE:NITIRAJ-EQ
NITTAGELA,Nitta Gelatin India Limited,BSE:NITTAGELA-EQ
NIVABUPA,Niva Bupa Health Insurance Company Limited,BSE:NIVABUPA-EQ
NKIND,NK Industries Limited,BSE:NKIND-EQ
NLCINDIA,NLC India Limited,BSE:NLCINDIA-EQ
NMDC,NMDC Limited,BSE:NMDC-EQ
NOCIL,NOCIL Limited,BSE:NOCIL-EQ
NOIDATOLL,Noida Toll Bridge Company Limited,BSE:NOIDATOLL-EQ
NORBTEAEXP,Norben Tea & Exports Limited,BSE:NORBTEAEXP-EQ
NORTHARC,Northern Arc Capital Limited,BSE:NORTHARC-EQ
NOVARTIND,Novartis India Limited,BSE:NOVARTIND-EQ
NPST,Network People Services Technologies Limited,BSE:NPST-EQ
NRAIL,N R Agarwal Industries Limited,BSE:NRAIL-EQ
NRBBEARING,NRB Bearing Limited,BSE:NRBBEARING-EQ
NSIL,Nalwa Sons Investments Limited,BSE:NSIL-EQ
NSLNISP,NMDC Steel Limited,BSE:NSLNISP-EQ
NTCIND,NTC Industries Limited,BSE:NTCIND-EQ
NTPC,NTPC Limited,BSE:NTPC-EQ
NTPCGREEN,NTPC Green Energy Limited,BSE:NTPCGREEN-EQ
NUCLEUS,Nucleus Software Exports Limited,BSE:NUCLEUS-EQ
NUVAMA,Nuvama Wealth Management Limited,BSE:NUVAMA-EQ
NUVOCO,Nuvoco Vistas Corporation Limited,BSE:NUVOCO-EQ
NYKAA,FSN E-Commerce Ventures Limited,BSE:NYKAA-EQ
OAL,Oriental Aromatics Limited,BSE:OAL-EQ
OBCL,OBCL Limited,BSE:OBCL-EQ
OBEROIRLTY,Oberoi Realty Limited,BSE:OBEROIRLTY-EQ
ODIGMA,Odigma Consultancy Solutions Limited,BSE:ODIGMA-EQ
ODYCORP,Odyssey Corporation Limited,BSE:ODYCORP-EQ
OFSS,Oracle Financial Services Software Limited,BSE:OFSS-EQ
OIL,Oil India Limited,BSE:OIL-EQ
OLAELEC,Ola Electric Mobility Limited,BSE:OLAELEC-EQ
OLECTRA,Olectra Greentech Limited,BSE:OLECTRA-EQ
OMAXAUTO,Omax Autos Limited,BSE:OMAXAUTO-EQ
OMAXE,Omaxe Limited,BSE:OMAXE-EQ
OMINFRAL,OM INFRA LIMITED,BSE:OMINFRAL-EQ
OMNI,Omnitech Engineering Limited,BSE:OMNI-EQ
OMPOWER,Om Power Transmission Limited,BSE:OMPOWER-EQ
ONEGLOBAL,One Global Service Provider Limited,BSE:ONEGLOBAL-EQ
ONEPOINT,One Point One Solutions Limited,BSE:ONEPOINT-EQ
ONESOURCE,Onesource Specialty Pharma Limited,BSE:ONESOURCE-EQ
ONGC,Oil & Natural Gas Corporation Limited,BSE:ONGC-EQ
ONIDA,Onida Electronics Limited,BSE:ONIDA-EQ
ONIXSOLAR,Onix Solar Energy Limited,BSE:ONIXSOLAR-EQ
ONWARDTEC,Onward Technologies Limited,BSE:ONWARDTEC-EQ
OPTIEMUS,Optiemus Infracom Limited,BSE:OPTIEMUS-EQ
OPTIFIN,Optimus Finance Limited,BSE:OPTIFIN-EQ
ORCHASP,Orchasp Limited,BSE:ORCHASP-EQ
ORCHPHARMA,Orchid Pharma Limited,BSE:ORCHPHARMA-EQ
ORICONENT,Oricon Enterprises Limited,BSE:ORICONENT-EQ
ORIENTALTL,Oriental Trimex Limited,BSE:ORIENTALTL-EQ
ORIENTBELL,Orient Bell Limited,BSE:ORIENTBELL-EQ
ORIENTCEM,Orient Cement Limited,BSE:ORIENTCEM-EQ
ORIENTCER,ORIENT CERATECH LIMITED,BSE:ORIENTCER-EQ
ORIENTELEC,Orient Electric Limited,BSE:ORIENTELEC-EQ
ORIENTHOT,Oriental Hotels Limited,BSE:ORIENTHOT-EQ
ORIENTPPR,Orient Paper & Industries Limited,BSE:ORIENTPPR-EQ
ORIENTTECH,Orient Technologies Limited,BSE:ORIENTTECH-EQ
ORIRAIL,Oriental Rail Infrastructure Limited,BSE:ORIRAIL-EQ
ORISSAMINE,The Orissa Minerals Development Company Limited,BSE:ORISSAMINE-EQ
ORKLAINDIA,Orkla India Limited,BSE:ORKLAINDIA-EQ
ORTINGLOBE,ORTIN GLOBAL LIMITED,BSE:ORTINGLOBE-EQ
OSWALAGRO,Oswal Agro Mills Limited,BSE:OSWALAGRO-EQ
OSWALGREEN,Oswal Greentech Limited,BSE:OSWALGREEN-EQ
OSWALPUMPS,Oswal Pumps Limited,BSE:OSWALPUMPS-EQ
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,BSE:OSWALSEEDS-EQ
PACEDIGITK,Pace Digitek Limited,BSE:PACEDIGITK-EQ
PACIFICI,Pacific Industries Limited,BSE:PACIFICI-EQ
PAGEIND,Page Industries Limited,BSE:PAGEIND-EQ
PAISALO,Paisalo Digital Limited,BSE:PAISALO-EQ
PAKKA,PAKKA LIMITED,BSE:PAKKA-EQ
PALASHSECU,Palash Securities Limited,BSE:PALASHSECU-EQ
PALREDTEC,Palred Technologies Limited,BSE:PALREDTEC-EQ
PANACEABIO,Panacea Biotec Limited,BSE:PANACEABIO-EQ
PANAMAPET,Panama Petrochem Limited,BSE:PANAMAPET-EQ
PANCHMAHQ,Panchmahal Steel Limited,BSE:PANCHMAHQ-EQ
PANORAMA,Panorama Studios International Limited,BSE:PANORAMA-EQ
PANSARI,Pansari Developers Limited,BSE:PANSARI-EQ
PARACABLES,Paramount Communications Limited,BSE:PARACABLES-EQ
PARADEEP,Paradeep Phosphates Limited,BSE:PARADEEP-EQ
PARAGMILK,Parag Milk Foods Limited,BSE:PARAGMILK-EQ
PARAS,Paras Defence and Space Technologies Limited,BSE:PARAS-EQ
PARASPETRO,Paras Petrofils Limited,BSE:PARASPETRO-EQ
PARKHOSPS,Park Medi World Limited,BSE:PARKHOSPS-EQ
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,BSE:PARKHOTELS-EQ
PARNAXLAB,Parnax Lab Limited,BSE:PARNAXLAB-EQ
PASHUPATI,Pashupati Cotspin Limited,BSE:PASHUPATI-EQ
PATANJALI,Patanjali Foods Limited,BSE:PATANJALI-EQ
PATELENG,Patel Engineering Limited,BSE:PATELENG-EQ
PATELRMART,Patel Retail Limited,BSE:PATELRMART-EQ
PAUSHAKLTD,Paushak Limited,BSE:PAUSHAKLTD-EQ
PAVNAIND,Pavna Industries Limited,BSE:PAVNAIND-EQ
PAYTM,One 97 Communications Limited,BSE:PAYTM-EQ
PBMPOLY,PBM Polytex Limited,BSE:PBMPOLY-EQ
PCBL,PCBL Chemical Limited,BSE:PCBL-EQ
PCJEWELLER,PC Jeweller Limited,BSE:PCJEWELLER-EQ
PDMJEPAPER,Pudumjee Paper Products Limited,BSE:PDMJEPAPER-EQ
PDSL,PDS Limited,BSE:PDSL-EQ
PEARLPOLY,Pearl Polymers Limited,BSE:PEARLPOLY-EQ
PENIND,Pennar Industries Limited,BSE:PENIND-EQ
PENINLAND,Peninsula Land Limited,BSE:PENINLAND-EQ
PERMAGN,Permanent Magnets Limited,BSE:PERMAGN-EQ
PERNIASPOP,Purple Style Labs Limited,BSE:PERNIASPOP-EQ
PERSISTENT,Persistent Systems Limited,BSE:PERSISTENT-EQ
PETRONET,Petronet LNG Limited,BSE:PETRONET-EQ
PFC,Power Finance Corporation Limited,BSE:PFC-EQ
PFIZER,Pfizer Limited,BSE:PFIZER-EQ
PFOCUS,Prime Focus Limited,BSE:PFOCUS-EQ
PFS,PTC India Financial Services Limited,BSE:PFS-EQ
PGEL,PG Electroplast Limited,BSE:PGEL-EQ
PGHH,Procter & Gamble Hygiene and Health Care Limited,BSE:PGHH-EQ
PGHL,Procter & Gamble Health Limited,BSE:PGHL-EQ
PGIL,Pearl Global Industries Limited,BSE:PGIL-EQ
PHOENIXLTD,The Phoenix Mills Limited,BSE:PHOENIXLTD-EQ
PHOENXINTL,Phoenix International Limited,BSE:PHOENXINTL-EQ
PICCADIL,Piccadily Agro Industries Limited,BSE:PICCADIL-EQ
PIDILITIND,Pidilite Industries Limited,BSE:PIDILITIND-EQ
PIGL,Power & Instrumentation (Gujarat) Limited,BSE:PIGL-EQ
PIIND,PI Industries Limited,BSE:PIIND-EQ
PILANIINVS,Pilani Investment and Industries Corporation Limited,BSE:PILANIINVS-EQ
PILITA,PIL ITALICA LIFESTYLE LIMITED,BSE:PILITA-EQ
PINELABS,Pine Labs Limited,BSE:PINELABS-EQ
PIONEEREMB,Pioneer Embroideries Limited,BSE:PIONEEREMB-EQ
PIRAMALFIN,Piramal Finance Limited,BSE:PIRAMALFIN-EQ
PITTIENG,Pitti Engineering Limited,BSE:PITTIENG-EQ
PIXTRANS,Pix Transmissions Limited,BSE:PIXTRANS-EQ
PKTEA,The Peria Karamalai Tea & Produce Company Limited,BSE:PKTEA-EQ
PLASTIBLEN,Plastiblends India Limited,BSE:PLASTIBLEN-EQ
PLATIND,Platinum Industries Limited,BSE:PLATIND-EQ
PLAZACABLE,Plaza Wires Limited,BSE:PLAZACABLE-EQ
PML,Paul Merchants Limited,BSE:PML-EQ
PNB,Punjab National Bank,BSE:PNB-EQ
PNBGILTS,PNB Gilts Limited,BSE:PNBGILTS-EQ
PNBHOUSING,PNB Housing Finance Limited,BSE:PNBHOUSING-EQ
PNC,Pritish Nandy Communications Limited,BSE:PNC-EQ
PNCINFRA,PNC Infratech Limited,BSE:PNCINFRA-EQ
PNGJL,P N Gadgil Jewellers Limited,BSE:PNGJL-EQ
PNGSREVA,PNGS Reva Diamond Jewellery Limited,BSE:PNGSREVA-EQ
POCL,Pondy Oxides & Chemicals Limited,BSE:POCL-EQ
PODDARMENT,Poddar Pigments Limited,BSE:PODDARMENT-EQ
POEL,POCL Enterprises Limited,BSE:POEL-EQ
POKARNA,Pokarna Limited,BSE:POKARNA-EQ
POLICYBZR,PB Fintech Limited,BSE:POLICYBZR-EQ
POLYCAB,Polycab India Limited,BSE:POLYCAB-EQ
POLYMED,Poly Medicure Limited,BSE:POLYMED-EQ
POLYPLEX,Polyplex Corporation Limited,BSE:POLYPLEX-EQ
POLYSPIN,Polyspin Exports Limited,BSE:POLYSPIN-EQ
PONNIERODE,Ponni Sugars (Erode) Limited,BSE:PONNIERODE-EQ
POONAWALLA,Poonawalla Fincorp Limited,BSE:POONAWALLA-EQ
POWERGRID,Power Grid Corporation of India Limited,BSE:POWERGRID-EQ
POWERICA,Powerica Limited,BSE:POWERICA-EQ
POWERINDIA,Hitachi Energy India Limited,BSE:POWERINDIA-EQ
POWERMECH,Power Mech Projects Limited,BSE:POWERMECH-EQ
PPLPHARMA,Piramal Pharma Limited,BSE:PPLPHARMA-EQ
PRABHA,Prabha Energy Limited,BSE:PRABHA-EQ
PRAENG,Prajay Engineers Syndicate Limited,BSE:PRAENG-EQ
